id,created_at,screen name,text,entities,fav count,lang,retweet count 
611265782186704897,2015-06-17 20:14:53,GlennCosby,RT @Exetermarket: St Food @ThePiazzaExeter Tomorrow? @Devon_Hour @DevonLife @ExeterCouncil @BBCSpotlight @DevonFoodHour @GlennCosby http://…,"{u'symbols': [], u'user_mentions': [{u'id': 551907282, u'indices': [3, 16], u'id_str': u'551907282', u'screen_name': u'Exetermarket', u'name': u'Exeter Street Food'}, {u'id': 1089081204, u'indices': [53, 64], u'id_str': u'1089081204', u'screen_name': u'Devon_Hour', u'name': u'#DevonHour'}, {u'id': 24378419, u'indices': [65, 75], u'id_str': u'24378419', u'screen_name': u'DevonLife', u'name': u'Devon Life'}, {u'id': 28536632, u'indices': [76, 90], u'id_str': u'28536632', u'screen_name': u'ExeterCouncil', u'name': u'Exeter City Council'}, {u'id': 89226120, u'indices': [91, 104], u'id_str': u'89226120', u'screen_name': u'BBCSpotlight', u'name': u'Spotlight'}, {u'id': 2880826881L, u'indices': [105, 119], u'id_str': u'2880826881', u'screen_name': u'DevonFoodHour', u'name': u'Devon Food Hour'}, {u'id': 1525472412, u'indices': [120, 131], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}], u'hashtags': [], u'urls': [], u'media': [{u'source_user_id': 551907282, u'source_status_id_str': u'611231594045702144', u'expanded_url': u'http://twitter.com/Exetermarket/status/611231594045702144/photo/1', u'display_url': u'pic.twitter.com/cHc2kLnZVw', u'url': u'http://t.co/cHc2kLnZVw', u'media_url_https': u'https://pbs.twimg.com/media/CHuH5P0XAAAFAgY.png', u'source_user_id_str': u'551907282', u'source_status_id': 611231594045702144L, u'id_str': u'611231592007270400', u'sizes': {u'large': {u'h': 681, u'resize': u'fit', u'w': 1024}, u'small': {u'h': 226, u'resize': u'fit', u'w': 340}, u'medium': {u'h': 399, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [139, 140], u'type': u'photo', u'id': 611231592007270400L, u'media_url': u'http://pbs.twimg.com/media/CHuH5P0XAAAFAgY.png'}]}",0,en,3
610964862018129920,2015-06-17 00:19:08,GlennCosby,"“@langford_julia:  in bake off which cake did you say ""can a cake be too big?"" about?"" I think it was week one series 4 - sandwich cake.","{u'symbols': [], u'user_mentions': [{u'id': 409598358, u'indices': [1, 16], u'id_str': u'409598358', u'screen_name': u'langford_julia', u'name': u'Julia Langford'}], u'hashtags': [], u'urls': []}",2,en,0
610964515832918016,2015-06-17 00:17:46,GlennCosby,RT @lkc312: @gbchefs @GlennCosby @Ginofantastico can you rt my new recipe book plz cooking with friends available soon many thanks,"{u'symbols': [], u'user_mentions': [{u'id': 1915017038, u'indices': [3, 10], u'id_str': u'1915017038', u'screen_name': u'lkc312', u'name': u'Leighton Curtis chef'}, {u'id': 213734587, u'indices': [12, 20], u'id_str': u'213734587', u'screen_name': u'gbchefs', u'name': u'Great British Chefs'}, {u'id': 1525472412, u'indices': [21, 32], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}, {u'id': 114721074, u'indices': [33, 48], u'id_str': u'114721074', u'screen_name': u'Ginofantastico', u'name': u""Gino D'Acampo""}], u'hashtags': [], u'urls': []}",0,en,1
610558662730489856,2015-06-15 21:25:03,GlennCosby,You clever thing!!!  https://t.co/5jjh8FVtcc,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/5jjh8FVtcc', u'indices': [21, 44], u'expanded_url': u'https://twitter.com/cvfry/status/610540543605669890', u'display_url': u'twitter.com/cvfry/status/6\u2026'}]}",2,en,2
609707978959290368,2015-06-13 13:04:44,GlennCosby,RT @bakeitbig: Coming soon !! @BowoodDogShow with @GlennCosby @Chou7x @chrisbakestogo -  @RHS_Rosemoor with @GlennCosby @Chou7x http://t.co…,"{u'symbols': [], u'user_mentions': [{u'id': 2674629048L, u'indices': [3, 13], u'id_str': u'2674629048', u'screen_name': u'bakeitbig', u'name': u'Bake It Big LTD'}, {u'id': 2487184913L, u'indices': [30, 44], u'id_str': u'2487184913', u'screen_name': u'BowoodDogShow', u'name': u'Bowood Dog Show'}, {u'id': 1525472412, u'indices': [50, 61], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}, {u'id': 193210871, u'indices': [62, 69], u'id_str': u'193210871', u'screen_name': u'Chou7x', u'name': u'Richard Hunt'}, {u'id': 1470966420, u'indices': [70, 85], u'id_str': u'1470966420', u'screen_name': u'chrisbakestogo', u'name': u'Christine Wallace'}, {u'id': 1264072010, u'indices': [89, 102], u'id_str': u'1264072010', u'screen_name': u'RHS_Rosemoor', u'name': u'RHS Garden Rosemoor'}, {u'id': 1525472412, u'indices': [108, 119], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}, {u'id': 193210871, u'indices': [120, 127], u'id_str': u'193210871', u'screen_name': u'Chou7x', u'name': u'Richard Hunt'}], u'hashtags': [], u'urls': [], u'media': [{u'source_user_id': 2674629048L, u'source_status_id_str': u'609651982438146048', u'expanded_url': u'http://twitter.com/bakeitbig/status/609651982438146048/photo/1', u'display_url': u'pic.twitter.com/NW5HIBF5Oo', u'url': u'http://t.co/NW5HIBF5Oo', u'media_url_https': u'https://pbs.twimg.com/media/CHXq8R2UMAA-no1.jpg', u'source_user_id_str': u'2674629048', u'source_status_id': 609651982438146048L, u'id_str': u'609651645882839040', u'sizes': {u'small': {u'h': 615, u'resize': u'fit', u'w': 340}, u'large': {u'h': 1852, u'resize': u'fit', u'w': 1024}, u'medium': {u'h': 1085, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [139, 140], u'type': u'photo', u'id': 609651645882839040L, u'media_url': u'http://pbs.twimg.com/media/CHXq8R2UMAA-no1.jpg'}]}",0,en,6
609707919844753408,2015-06-13 13:04:30,GlennCosby,“@WrightsDevon: @GlennCosby can you wish all taking part in @h4hrally @HelpforHeroes all the best esp. TEAM4 #t4hfh !” Godspeed!!!,"{u'symbols': [], u'user_mentions': [{u'id': 3297613673L, u'indices': [1, 14], u'id_str': u'3297613673', u'screen_name': u'WrightsDevon', u'name': u'WrightsGarageDevon'}, {u'id': 1525472412, u'indices': [16, 27], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}, {u'id': 53222592, u'indices': [60, 69], u'id_str': u'53222592', u'screen_name': u'h4hrally', u'name': u'H4H 4x4 EURO RALLY'}, {u'id': 27613071, u'indices': [70, 84], u'id_str': u'27613071', u'screen_name': u'HelpforHeroes', u'name': u'Help for Heroes'}], u'hashtags': [{u'indices': [109, 115], u'text': u't4hfh'}], u'urls': []}",1,en,2
609452680126328834,2015-06-12 20:10:16,GlennCosby,Looks pretty good on the inside too! http://t.co/dqUiNLwwkX,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'http://twitter.com/GlennCosby/status/609452680126328834/photo/1', u'display_url': u'pic.twitter.com/dqUiNLwwkX', u'url': u'http://t.co/dqUiNLwwkX', u'media_url_https': u'https://pbs.twimg.com/media/CHU19_lXAAEjDus.jpg', u'id_str': u'609452663734992897', u'sizes': {u'small': {u'h': 322, u'resize': u'fit', u'w': 340}, u'large': {u'h': 970, u'resize': u'fit', u'w': 1024}, u'medium': {u'h': 568, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [37, 59], u'type': u'photo', u'id': 609452663734992897L, u'media_url': u'http://pbs.twimg.com/media/CHU19_lXAAEjDus.jpg'}]}",24,en,0
609423779266170880,2015-06-12 18:15:26,GlennCosby,“@PeteHolderness: @GlennCosby I think we should have birthday cake every day 😁” Hear Hear!!!,"{u'symbols': [], u'user_mentions': [{u'id': 462465578, u'indices': [1, 16], u'id_str': u'462465578', u'screen_name': u'PeteHolderness', u'name': u'Pete'}, {u'id': 1525472412, u'indices': [18, 29], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}], u'hashtags': [], u'urls': []}",3,en,0
609423035687378944,2015-06-12 18:12:28,GlennCosby,"@jiholland111 It's actually chopped almond praline. My technique? Make shit loads, eat spillage.","{u'symbols': [], u'user_mentions': [{u'id': 268487761, u'indices': [0, 13], u'id_str': u'268487761', u'screen_name': u'jiholland111', u'name': u'John Holland'}], u'hashtags': [], u'urls': []}",3,en,0
609379632668876800,2015-06-12 15:20:00,GlennCosby,I do love a big birthday cake. This one's a Chocolate Almond praline cake. Happy Friday x http://t.co/RF3NMcSZWc,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'http://twitter.com/GlennCosby/status/609379632668876800/photo/1', u'display_url': u'pic.twitter.com/RF3NMcSZWc', u'url': u'http://t.co/RF3NMcSZWc', u'media_url_https': u'https://pbs.twimg.com/media/CHTziW2WwAE8YDs.jpg', u'id_str': u'609379621176524801', u'sizes': {u'large': {u'h': 1016, u'resize': u'fit', u'w': 1024}, u'small': {u'h': 337, u'resize': u'fit', u'w': 340}, u'medium': {u'h': 595, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [90, 112], u'type': u'photo', u'id': 609379621176524801L, u'media_url': u'http://pbs.twimg.com/media/CHTziW2WwAE8YDs.jpg'}]}",35,en,2
609296215499538433,2015-06-12 09:48:32,GlennCosby,Baking to woman's hour. When are @BBCRadio4 going to ditch or move the serial??? @whjm @janegarvey1 Love the  show and hate the serial.,"{u'symbols': [], u'user_mentions': [{u'id': 23937508, u'indices': [33, 43], u'id_str': u'23937508', u'screen_name': u'BBCRadio4', u'name': u'BBC Radio 4'}, {u'id': 192502203, u'indices': [81, 86], u'id_str': u'192502203', u'screen_name': u'whjm', u'name': u'Jenni Murray '}, {u'id': 222909271, u'indices': [87, 99], u'id_str': u'222909271', u'screen_name': u'janegarvey1', u'name': u'Jane Garvey'}], u'hashtags': [], u'urls': []}",1,en,1
609135715050459136,2015-06-11 23:10:46,GlennCosby,RT @NigelBenwell: Please visit http://t.co/eIhuHKvF5P Change the school curriculum &amp; help get Sign Language included into schools.@Brother_…,"{u'symbols': [], u'user_mentions': [{u'id': 602576291, u'indices': [3, 16], u'id_str': u'602576291', u'screen_name': u'NigelBenwell', u'name': u'Nigel A Benwell'}, {u'id': 3083658123L, u'indices': [134, 144], u'id_str': u'3083658123', u'screen_name': u'Brother_David58', u'name': u'David JG Brett'}, {u'id': 1525472412, u'indices': [143, 144], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}], u'hashtags': [], u'urls': [{u'url': u'http://t.co/eIhuHKvF5P', u'indices': [31, 53], u'expanded_url': u'http://Change.org', u'display_url': u'Change.org'}]}",0,en,2
609062974448410625,2015-06-11 18:21:43,GlennCosby,@CornishCakeOff Congratulations!!! It was a great day,"{u'symbols': [], u'user_mentions': [{u'id': 2437389632L, u'indices': [0, 15], u'id_str': u'2437389632', u'screen_name': u'CornishCakeOff', u'name': u'Cornish Cake Off'}], u'hashtags': [], u'urls': []}",1,en,1
608919380848689153,2015-06-11 08:51:08,GlennCosby,Looks amazing! How did it taste??? https://t.co/vrBAOOZqzK,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/vrBAOOZqzK', u'indices': [35, 58], u'expanded_url': u'https://twitter.com/lauren_gracie21/status/608720149303193600', u'display_url': u'twitter.com/lauren_gracie2\u2026'}]}",0,en,0
608022711613452289,2015-06-08 21:28:05,GlennCosby,RT @Vixbrix: #Fishstock 5/9 demos by @LavaniTorquay  @QuaysideHotel  @MitchTonks  @GlennCosby @Chou7x  @JoechefBartlett  @mannafromdevon  @…,"{u'symbols': [], u'user_mentions': [{u'id': 31171108, u'indices': [3, 11], u'id_str': u'31171108', u'screen_name': u'Vixbrix', u'name': u'Vix'}, {u'id': 1207197036, u'indices': [37, 51], u'id_str': u'1207197036', u'screen_name': u'LavaniTorquay', u'name': u'LAVANI TORQUAY'}, {u'id': 139998160, u'indices': [53, 67], u'id_str': u'139998160', u'screen_name': u'QuaysideHotel', u'name': u'Quayside Hotel'}, {u'id': 25074430, u'indices': [69, 80], u'id_str': u'25074430', u'screen_name': u'MitchTonks', u'name': u'MitchTonks'}, {u'id': 1525472412, u'indices': [82, 93], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}, {u'id': 193210871, u'indices': [94, 101], u'id_str': u'193210871', u'screen_name': u'Chou7x', u'name': u'Richard Hunt'}, {u'id': 285252035, u'indices': [103, 119], u'id_str': u'285252035', u'screen_name': u'JoechefBartlett', u'name': u'Joe Bartlett'}, {u'id': 23061237, u'indices': [121, 136], u'id_str': u'23061237', u'screen_name': u'mannafromdevon', u'name': u'Manna from Devon'}, {u'id': 167166894, u'indices': [139, 140], u'id_str': u'167166894', u'screen_name': u'Hulstone', u'name': u'Simon Hulstone'}], u'hashtags': [{u'indices': [13, 23], u'text': u'Fishstock'}], u'urls': []}",0,es,5
607177847581622272,2015-06-06 13:30:54,GlennCosby,Or smellier.  https://t.co/4dfTQLZJRu,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/4dfTQLZJRu', u'indices': [14, 37], u'expanded_url': u'https://twitter.com/welshpogonphile/status/607177593545211904', u'display_url': u'twitter.com/welshpogonphil\u2026'}]}",1,en,0
607177792963411968,2015-06-06 13:30:41,GlennCosby,@chellehendley Just finished watching Boy Meets Girl on #netflix Yours was an exceptional performance. everyone needs to see that film! xxx,"{u'symbols': [], u'user_mentions': [{u'id': 1343066942, u'indices': [0, 14], u'id_str': u'1343066942', u'screen_name': u'chellehendley', u'name': u'Michelle Hendley '}], u'hashtags': [{u'indices': [56, 64], u'text': u'netflix'}], u'urls': []}",0,en,0
607176894186983424,2015-06-06 13:27:07,GlennCosby,RT @OwensDamien: Prince Charles lobbied for more spending on homeopathy. I’d have allocated an extra .0000000001p and told him he’d see the…,"{u'symbols': [], u'user_mentions': [{u'id': 67725191, u'indices': [3, 15], u'id_str': u'67725191', u'screen_name': u'OwensDamien', u'name': u'Damien Owens'}], u'hashtags': [], u'urls': []}",0,en,716
607176836347478016,2015-06-06 13:26:53,GlennCosby,"@WelshPogonphile Three weeks into 40 I have to say life is as wonderful, frustrating and exciting as it was before. Happy Birthday!","{u'symbols': [], u'user_mentions': [{u'id': 2810055177L, u'indices': [0, 16], u'id_str': u'2810055177', u'screen_name': u'WelshPogonphile', u'name': u'Little Welsh Bear'}], u'hashtags': [], u'urls': []}",2,en,0
606758959635173376,2015-06-05 09:46:23,GlennCosby,@IzzyPatisserie That looks so good!!! Beautiful piping :),"{u'symbols': [], u'user_mentions': [{u'id': 1872633602, u'indices': [0, 15], u'id_str': u'1872633602', u'screen_name': u'IzzyPatisserie', u'name': u'Izzy Patisserie'}], u'hashtags': [], u'urls': []}",0,en,0
606582131503075330,2015-06-04 22:03:44,GlennCosby,They look AMAZING!!! https://t.co/b4oR2Y67FP,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/b4oR2Y67FP', u'indices': [21, 44], u'expanded_url': u'https://twitter.com/burgoynesexeter/status/606521799581515778', u'display_url': u'twitter.com/burgoynesexete\u2026'}]}",3,en,0
604728313362432000,2015-05-30 19:17:19,GlennCosby,"I'm so glad you enjoyed it. It was a pleasure to meet you and your lads Max and Milo, they're fantastic.  https://t.co/0gB3BRIFJO","{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/0gB3BRIFJO', u'indices': [106, 129], u'expanded_url': u'https://twitter.com/lidiarumley/status/604723819174064129', u'display_url': u'twitter.com/lidiarumley/st\u2026'}]}",2,en,0
604682090635010049,2015-05-30 16:13:39,GlennCosby,Great to meet you too! @HeartShopping  https://t.co/PkCDRxlYY2,"{u'symbols': [], u'user_mentions': [{u'id': 299889367, u'indices': [23, 37], u'id_str': u'299889367', u'screen_name': u'HeartShopping', u'name': u'Walton-on-Thames'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/PkCDRxlYY2', u'indices': [39, 62], u'expanded_url': u'https://twitter.com/leliza094/status/604665930359173120', u'display_url': u'twitter.com/leliza094/stat\u2026'}]}",3,en,0
604682009450049536,2015-05-30 16:13:20,GlennCosby,Sorry about the cheesy grin. Happy baking! @HeartShopping  https://t.co/rGKk3sjqv1,"{u'symbols': [], u'user_mentions': [{u'id': 299889367, u'indices': [43, 57], u'id_str': u'299889367', u'screen_name': u'HeartShopping', u'name': u'Walton-on-Thames'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/rGKk3sjqv1', u'indices': [59, 82], u'expanded_url': u'https://twitter.com/izzypatisserie/status/604665487826554882', u'display_url': u'twitter.com/izzypatisserie\u2026'}]}",2,en,3
604656196818206720,2015-05-30 14:30:45,GlennCosby,Great to meet you too! Awesome sunny day @HeartShopping  https://t.co/AHJRByzbMv,"{u'symbols': [], u'user_mentions': [{u'id': 299889367, u'indices': [41, 55], u'id_str': u'299889367', u'screen_name': u'HeartShopping', u'name': u'Walton-on-Thames'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/AHJRByzbMv', u'indices': [57, 80], u'expanded_url': u'https://twitter.com/missemanuel/status/604647095342133249', u'display_url': u'twitter.com/missemanuel/st\u2026'}]}",2,en,0
604656102047936513,2015-05-30 14:30:23,GlennCosby,"You did so well - the cake was stunning and the jam, The Jam...! @HeartShopping  https://t.co/ITfX5IVISN","{u'symbols': [], u'user_mentions': [{u'id': 299889367, u'indices': [65, 79], u'id_str': u'299889367', u'screen_name': u'HeartShopping', u'name': u'Walton-on-Thames'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/ITfX5IVISN', u'indices': [81, 104], u'expanded_url': u'https://twitter.com/winactive564/status/604647360304574467', u'display_url': u'twitter.com/winactive564/s\u2026'}]}",2,en,0
604563184851296256,2015-05-30 08:21:10,GlennCosby,All geared up to demonstrate Alforjas   @HeartShopping. If you're near Walton drop on by! Cake judging too. Nice. http://t.co/AfOamJ5en3,"{u'symbols': [], u'user_mentions': [{u'id': 299889367, u'indices': [40, 54], u'id_str': u'299889367', u'screen_name': u'HeartShopping', u'name': u'Walton-on-Thames'}], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'http://twitter.com/GlennCosby/status/604563184851296256/photo/1', u'display_url': u'pic.twitter.com/AfOamJ5en3', u'url': u'http://t.co/AfOamJ5en3', u'media_url_https': u'https://pbs.twimg.com/media/CGPXAbOXIAAKkH-.jpg', u'id_str': u'604563177305743360', u'sizes': {u'large': {u'h': 904, u'resize': u'fit', u'w': 1024}, u'small': {u'h': 300, u'resize': u'fit', u'w': 340}, u'medium': {u'h': 529, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [114, 136], u'type': u'photo', u'id': 604563177305743360L, u'media_url': u'http://pbs.twimg.com/media/CGPXAbOXIAAKkH-.jpg'}]}",7,en,3
603668087750139906,2015-05-27 21:04:22,GlennCosby,“@DownDelicious: Excellent day @CornishCakeOff today! Well done guys for organising such a great event! @GlennCosby” Best squid curry EVER!,"{u'symbols': [], u'user_mentions': [{u'id': 886167919, u'indices': [1, 15], u'id_str': u'886167919', u'screen_name': u'DownDelicious', u'name': u'Downright Delicious'}, {u'id': 2437389632L, u'indices': [31, 46], u'id_str': u'2437389632', u'screen_name': u'CornishCakeOff', u'name': u'Cornish Cake Off'}, {u'id': 1525472412, u'indices': [104, 115], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}], u'hashtags': [], u'urls': []}",4,en,1
603616131958575105,2015-05-27 17:37:55,GlennCosby,Thanks Joe! https://t.co/JqNxJGQYOR,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/JqNxJGQYOR', u'indices': [12, 35], u'expanded_url': u'https://twitter.com/jwod7/status/603569451695497216', u'display_url': u'twitter.com/jwod7/status/6\u2026'}]}",0,en,0
602760839486173184,2015-05-25 08:59:17,GlennCosby,I'm getting very excited now!!! Come on Cornwall - get your bake on xxx https://t.co/FdPiZV7wem,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/FdPiZV7wem', u'indices': [72, 95], u'expanded_url': u'https://twitter.com/CornishCakeOff/status/601388353762762752', u'display_url': u'twitter.com/CornishCakeOff\u2026'}]}",4,en,2
602249316493860864,2015-05-23 23:06:40,GlennCosby,"RT @antgib: Celeb baker @GlennCosby presenting Mary Quicke with an apple cake, baked to celebrate 120th @DevonCountyShow http://t.co/PExQN4…","{u'symbols': [], u'user_mentions': [{u'id': 87918844, u'indices': [3, 10], u'id_str': u'87918844', u'screen_name': u'antgib', u'name': u'anthony gibson'}, {u'id': 1525472412, u'indices': [24, 35], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}, {u'id': 143787852, u'indices': [104, 120], u'id_str': u'143787852', u'screen_name': u'DevonCountyShow', u'name': u'Devon County Show'}], u'hashtags': [], u'urls': [], u'media': [{u'source_user_id': 87918844, u'source_status_id_str': u'602082289137377281', u'expanded_url': u'http://twitter.com/antgib/status/602082289137377281/photo/1', u'display_url': u'pic.twitter.com/PExQN4lBmK', u'url': u'http://t.co/PExQN4lBmK', u'media_url_https': u'https://pbs.twimg.com/media/CFsGpuPWMAAnFp2.jpg', u'source_user_id_str': u'87918844', u'source_status_id': 602082289137377281L, u'id_str': u'602082289040896000', u'sizes': {u'large': {u'h': 453, u'resize': u'fit', u'w': 607}, u'small': {u'h': 253, u'resize': u'fit', u'w': 340}, u'medium': {u'h': 447, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [121, 140], u'type': u'photo', u'id': 602082289040896000L, u'media_url': u'http://pbs.twimg.com/media/CFsGpuPWMAAnFp2.jpg'}]}",0,en,3
602022910828634112,2015-05-23 08:07:01,GlennCosby,RT @N60BRA: @bakeitbig @DevonCountyShow @GlennCosby @BBCDevon A Bit More Fitz live from 10.00am from Avenue 1A,"{u'symbols': [], u'user_mentions': [{u'id': 287765484, u'indices': [3, 10], u'id_str': u'287765484', u'screen_name': u'N60BRA', u'name': u'David FitzGerald'}, {u'id': 2674629048L, u'indices': [12, 22], u'id_str': u'2674629048', u'screen_name': u'bakeitbig', u'name': u'Bake It Big LTD'}, {u'id': 143787852, u'indices': [23, 39], u'id_str': u'143787852', u'screen_name': u'DevonCountyShow', u'name': u'Devon County Show'}, {u'id': 1525472412, u'indices': [40, 51], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}, {u'id': 22375460, u'indices': [52, 61], u'id_str': u'22375460', u'screen_name': u'BBCDevon', u'name': u'BBC Radio Devon'}], u'hashtags': [], u'urls': []}",0,en,3
601714408721645569,2015-05-22 11:41:09,GlennCosby,@AshridgeCider gave me some of their lovely apple &amp; elderflower juice. Reminds me - time to make elderflower cordial! http://t.co/oE5sQNkM90,"{u'symbols': [], u'user_mentions': [{u'id': 595785022, u'indices': [0, 14], u'id_str': u'595785022', u'screen_name': u'AshridgeCider', u'name': u'AshridgeCider'}], u'hashtags': [], u'urls': [], u'media': [{u'expanded_url': u'http://twitter.com/GlennCosby/status/601714408721645569/photo/1', u'display_url': u'pic.twitter.com/oE5sQNkM90', u'url': u'http://t.co/oE5sQNkM90', u'media_url_https': u'https://pbs.twimg.com/media/CFm3-8TWEAAeD02.jpg', u'id_str': u'601714317197709312', u'sizes': {u'small': {u'h': 341, u'resize': u'fit', u'w': 340}, u'large': {u'h': 919, u'resize': u'fit', u'w': 914}, u'medium': {u'h': 602, u'resize': u'fit', u'w': 600}, u'thumb': {u'h': 150, u'resize': u'crop', u'w': 150}}, u'indices': [122, 144], u'type': u'photo', u'id': 601714317197709312L, u'media_url': u'http://pbs.twimg.com/media/CFm3-8TWEAAeD02.jpg'}]}",0,en,0
601389830979858432,2015-05-21 14:11:23,GlennCosby,On again in 20. Following the amazing @chaysnowdon. Maybe I shouldn't have had that 3rd cider... https://t.co/sB2njJeowa,"{u'symbols': [], u'user_mentions': [{u'id': 2329864343L, u'indices': [38, 50], u'id_str': u'2329864343', u'screen_name': u'ChaySnowdon', u'name': u'Chay Snowdon '}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/sB2njJeowa', u'indices': [97, 120], u'expanded_url': u'https://twitter.com/bbcdevon/status/601335827868819456', u'display_url': u'twitter.com/bbcdevon/statu\u2026'}]}",2,en,1
601296111366709248,2015-05-21 07:58:59,GlennCosby,"60 tractors,600 cattle, 1400 sheep, 1000 horses and 1 fat baker. ONLY at the @DevonCountyShow Come and see me in the @BBCDevon marquee.","{u'symbols': [], u'user_mentions': [{u'id': 143787852, u'indices': [77, 93], u'id_str': u'143787852', u'screen_name': u'DevonCountyShow', u'name': u'Devon County Show'}, {u'id': 22375460, u'indices': [117, 126], u'id_str': u'22375460', u'screen_name': u'BBCDevon', u'name': u'BBC Radio Devon'}], u'hashtags': [], u'urls': []}",12,en,10
601105824308690945,2015-05-20 19:22:51,GlennCosby,"The day before @DevonCountyShow  I am reminded that supporting Devon farmers, growers and producers is everything! https://t.co/EmtM88JVXN","{u'symbols': [], u'user_mentions': [{u'id': 143787852, u'indices': [15, 31], u'id_str': u'143787852', u'screen_name': u'DevonCountyShow', u'name': u'Devon County Show'}], u'hashtags': [], u'urls': [{u'url': u'https://t.co/EmtM88JVXN', u'indices': [115, 138], u'expanded_url': u'https://twitter.com/supportswdairy/status/601083850341613568', u'display_url': u'twitter.com/supportswdairy\u2026'}]}",5,en,4
600735336839454720,2015-05-19 18:50:40,GlennCosby,"RT @DevonCountyShow: RT@bakeitbig:So, tis that time again m’dears, tis #dcshow15 from Thursday. Join us with @BBCDevon marquee &amp;  @GlennCos…","{u'symbols': [], u'user_mentions': [{u'id': 143787852, u'indices': [3, 19], u'id_str': u'143787852', u'screen_name': u'DevonCountyShow', u'name': u'Devon County Show'}, {u'id': 2674629048L, u'indices': [23, 33], u'id_str': u'2674629048', u'screen_name': u'bakeitbig', u'name': u'Bake It Big LTD'}, {u'id': 22375460, u'indices': [109, 118], u'id_str': u'22375460', u'screen_name': u'BBCDevon', u'name': u'BBC Radio Devon'}, {u'id': 1525472412, u'indices': [134, 144], u'id_str': u'1525472412', u'screen_name': u'GlennCosby', u'name': u'Glenn Cosby'}], u'hashtags': [{u'indices': [71, 80], u'text': u'dcshow15'}], u'urls': []}",0,en,2
600647437817118720,2015-05-19 13:01:23,GlennCosby,Lush! I smothered an angel food cake with whipped cream and then your lush lemon curd. Bootiful.  https://t.co/iCy6bTebrb,"{u'symbols': [], u'user_mentions': [], u'hashtags': [], u'urls': [{u'url': u'https://t.co/iCy6bTebrb', u'indices': [98, 121], u'expanded_url': u'https://twitter.com/abitchilli/status/600208910595858432', u'display_url': u'twitter.com/abitchilli/sta\u2026'}]}",4,en,1
